player_slug,short_name,long_name,nationality_code,nationality_flag,position_roster,shirt_number,date_of_birth,caps,international_goals,club_roster,club_country_code,wiki_url,world_cup_apps_2026,world_cup_goals_2026,world_cup_yellow_2026,world_cup_red_2026,team_code,coach,team_wiki_url
tyrese-noslin,Tyrese Noslin,Tyrese Noslin,CUW,🇨🇼,FW,13,2002-09-11,7,1,Telstar,NED,https://en.wikipedia.org/wiki/Tyrese_Noslin,1,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
kenji-gorre,Kenji Gorré,Kenji Gorré,CUW,🇨🇼,FW,14,1994-09-29,38,6,Maccabi Haifa,ISR,https://en.wikipedia.org/wiki/Kenji_Gorr%C3%A9,1,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
jearl-margaritha,Jearl Margaritha,Jearl Margaritha,CUW,🇨🇼,FW,16,2000-04-10,22,5,Beveren,BEL,https://en.wikipedia.org/wiki/Jearl_Margaritha,2,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
brandley-kuwas,Brandley Kuwas,Brandley Kuwas,CUW,🇨🇼,FW,17,1992-09-19,35,2,Volendam,NED,https://en.wikipedia.org/wiki/Brandley_Kuwas,1,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
gervane-kastaneer,Gervane Kastaneer,Gervane Kastaneer,CUW,🇨🇼,FW,19,1996-06-09,29,9,Terengganu,MAS,https://en.wikipedia.org/wiki/Gervane_Kastaneer,3,0,2,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
hernan-galindez,Hernán Galíndez,Hernán Galíndez,ECU,🇪🇨,GK,1,1987-03-30,35,0,Huracán,ARG,https://en.wikipedia.org/wiki/Hern%C3%A1n_Gal%C3%ADndez,3,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
moises-ramirez,Moisés Ramírez,Moisés Ramírez,ECU,🇪🇨,GK,12,2000-09-09,7,0,Kifisia,GRE,https://en.wikipedia.org/wiki/Mois%C3%A9s_Ram%C3%ADrez,0,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
gonzalo-valle,Gonzalo Valle,Gonzalo Valle,ECU,🇪🇨,GK,22,1996-02-28,4,0,LDU Quito,ECU,https://en.wikipedia.org/wiki/Gonzalo_Valle,0,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
felix-torres,Félix Torres,Félix Torres,ECU,🇪🇨,DF,2,1997-01-11,49,5,Internacional,BRA,https://en.wikipedia.org/wiki/F%C3%A9lix_Torres_(footballer%2C_born_1997),1,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
piero-hincapie,Piero Hincapié,Piero Hincapié,ECU,🇪🇨,DF,3,2002-01-09,52,3,Arsenal,ENG,https://en.wikipedia.org/wiki/Piero_Hincapi%C3%A9,3,0,1,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
joel-ordonez,Joel Ordóñez,Joel Ordóñez,ECU,🇪🇨,DF,4,2004-04-21,17,0,Club Brugge,BEL,https://en.wikipedia.org/wiki/Joel_Ord%C3%B3%C3%B1ez,2,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
willian-pacho,Willian Pacho,Willian Pacho,ECU,🇪🇨,DF,6,2001-10-16,34,2,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Willian_Pacho,3,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
pervis-estupinan,Pervis Estupiñán,Pervis Estupiñán,ECU,🇪🇨,DF,7,1998-01-21,54,5,Milan,ITA,https://en.wikipedia.org/wiki/Pervis_Estupi%C3%B1%C3%A1n,2,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
angelo-preciado,Ángelo Preciado,Ángelo Preciado,ECU,🇪🇨,DF,17,1998-02-18,55,0,Atlético Mineiro,BRA,https://en.wikipedia.org/wiki/%C3%81ngelo_Preciado,3,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
jackson-porozo,Jackson Porozo,Jackson Porozo,ECU,🇪🇨,DF,25,2000-08-04,10,1,Tijuana,MEX,https://en.wikipedia.org/wiki/Jackson_Porozo,1,0,1,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
yaimar-medina,Yaimar Medina,Yaimar Medina,ECU,🇪🇨,DF,26,2004-11-05,6,0,Genk,BEL,https://en.wikipedia.org/wiki/Yaimar_Medina,0,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
jordy-alcivar,Jordy Alcívar,Jordy Alcívar,ECU,🇪🇨,MF,5,1999-08-05,11,1,Independiente del Valle,ECU,https://en.wikipedia.org/wiki/Jordy_Alc%C3%ADvar,1,0,1,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
anthony-valencia,Anthony Valencia,Anthony Valencia,ECU,🇪🇨,MF,8,2003-07-21,3,1,Antwerp,BEL,https://en.wikipedia.org/wiki/Anthony_Valencia,0,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
kendry-paez,Kendry Páez,Kendry Páez,ECU,🇪🇨,MF,10,2007-05-04,26,2,River Plate,ARG,https://en.wikipedia.org/wiki/Kendry_P%C3%A1ez,0,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
alan-minda,Alan Minda,Alan Minda,ECU,🇪🇨,MF,14,2003-05-14,20,2,Atlético Mineiro,BRA,https://en.wikipedia.org/wiki/Alan_Minda,1,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
pedro-vite,Pedro Vite,Pedro Vite,ECU,🇪🇨,MF,15,2002-03-09,17,1,Pumas UNAM,MEX,https://en.wikipedia.org/wiki/Pedro_Vite,3,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
denil-castillo,Denil Castillo,Denil Castillo,ECU,🇪🇨,MF,18,2004-03-24,5,0,Midtjylland,DEN,https://en.wikipedia.org/wiki/Denil_Castillo,0,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
alan-franco,Alan Franco,Alan Franco,ECU,🇪🇨,MF,21,1998-08-21,58,1,Atlético Mineiro,BRA,https://en.wikipedia.org/wiki/Alan_Franco_(footballer%2C_born_1998),3,0,1,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
moises-caicedo,Moisés Caicedo,Moisés Caicedo,ECU,🇪🇨,MF,23,2001-11-02,61,3,Chelsea,ENG,https://en.wikipedia.org/wiki/Mois%C3%A9s_Caicedo,3,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
john-yeboah,John Yeboah,John Yeboah,ECU,🇪🇨,FW,9,2000-06-23,23,3,Venezia,ITA,https://en.wikipedia.org/wiki/John_Yeboah,3,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
kevin-rodriguez,Kevin Rodríguez,Kevin Rodríguez,ECU,🇪🇨,FW,11,2000-03-04,31,2,Union Saint-Gilloise,BEL,https://en.wikipedia.org/wiki/Kevin_Rodr%C3%ADguez_(footballer%2C_born_2000),3,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
enner-valencia,Enner Valencia,Enner Valencia,ECU,🇪🇨,FW,13,1989-11-04,105,49,Pachuca,MEX,https://en.wikipedia.org/wiki/Enner_Valencia,3,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
jordy-caicedo,Jordy Caicedo,Jordy Caicedo,ECU,🇪🇨,FW,16,1997-11-18,20,4,Huracán,ARG,https://en.wikipedia.org/wiki/Jordy_Caicedo,2,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
gonzalo-plata,Gonzalo Plata,Gonzalo Plata,ECU,🇪🇨,FW,19,2000-11-01,50,8,Flamengo,BRA,https://en.wikipedia.org/wiki/Gonzalo_Plata,3,1,1,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
nilson-angulo,Nilson Angulo,Nilson Angulo,ECU,🇪🇨,FW,20,2003-06-19,14,2,Sunderland,ENG,https://en.wikipedia.org/wiki/Nilson_Angulo,3,1,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
jeremy-arevalo,Jeremy Arévalo,Jeremy Arévalo,ECU,🇪🇨,FW,24,2005-03-19,4,0,VfB Stuttgart,GER,https://en.wikipedia.org/wiki/Jeremy_Ar%C3%A9valo,0,0,0,0,ECU,Sebastián Beccacece,https://en.wikipedia.org/wiki/Ecuador_national_football_team
manuel-neuer,Manuel Neuer,Manuel Neuer,GER,🇩🇪,GK,1,1986-03-27,124,0,Bayern Munich,GER,https://en.wikipedia.org/wiki/Manuel_Neuer,3,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
oliver-baumann,Oliver Baumann,Oliver Baumann,GER,🇩🇪,GK,12,1990-06-02,13,0,TSG Hoffenheim,GER,https://en.wikipedia.org/wiki/Oliver_Baumann,0,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
alexander-nubel,Alexander Nübel,Alexander Nübel,GER,🇩🇪,GK,21,1996-09-30,3,0,VfB Stuttgart,GER,https://en.wikipedia.org/wiki/Alexander_N%C3%BCbel,0,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
antonio-rudiger,Antonio Rüdiger,Antonio Rüdiger,GER,🇩🇪,DF,2,1993-03-03,82,3,Real Madrid,ESP,https://en.wikipedia.org/wiki/Antonio_R%C3%BCdiger,3,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
waldemar-anton,Waldemar Anton,Waldemar Anton,GER,🇩🇪,DF,3,1996-07-20,13,0,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Waldemar_Anton,1,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
jonathan-tah,Jonathan Tah,Jonathan Tah,GER,🇩🇪,DF,4,1996-02-11,47,1,Bayern Munich,GER,https://en.wikipedia.org/wiki/Jonathan_Tah,3,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
joshua-kimmich,Joshua Kimmich,Joshua Kimmich,GER,🇩🇪,DF,6,1995-02-08,110,10,Bayern Munich,GER,https://en.wikipedia.org/wiki/Joshua_Kimmich,3,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
nico-schlotterbeck,Nico Schlotterbeck,Nico Schlotterbeck,GER,🇩🇪,DF,15,1999-12-01,27,0,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Nico_Schlotterbeck,2,1,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
nathaniel-brown,Nathaniel Brown,Nathaniel Brown,GER,🇩🇪,DF,18,2003-06-16,5,0,Eintracht Frankfurt,GER,https://en.wikipedia.org/wiki/Nathaniel_Brown_(footballer),2,1,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
david-raum,David Raum,David Raum,GER,🇩🇪,DF,22,1998-04-22,37,1,RB Leipzig,GER,https://en.wikipedia.org/wiki/David_Raum,2,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
malick-thiaw,Malick Thiaw,Malick Thiaw,GER,🇩🇪,DF,24,2001-08-08,5,0,Newcastle United,ENG,https://en.wikipedia.org/wiki/Malick_Thiaw,1,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
aleksandar-pavlovic,Aleksandar Pavlović,Aleksandar Pavlović,GER,🇩🇪,MF,5,2004-05-03,11,1,Bayern Munich,GER,https://en.wikipedia.org/wiki/Aleksandar_Pavlovi%C4%87_(footballer),3,0,1,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
leon-goretzka,Leon Goretzka,Leon Goretzka,GER,🇩🇪,MF,8,1995-02-06,70,15,Bayern Munich,GER,https://en.wikipedia.org/wiki/Leon_Goretzka,2,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
jamie-leweling,Jamie Leweling,Jamie Leweling,GER,🇩🇪,MF,9,2001-02-26,5,1,VfB Stuttgart,GER,https://en.wikipedia.org/wiki/Jamie_Leweling,1,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
jamal-musiala,Jamal Musiala,Jamal Musiala,GER,🇩🇪,MF,10,2003-02-26,42,9,Bayern Munich,GER,https://en.wikipedia.org/wiki/Jamal_Musiala,3,1,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
pascal-gro-,Pascal Groß,Pascal Groß,GER,🇩🇪,MF,13,1991-06-15,18,1,Brighton & Hove Albion,ENG,https://en.wikipedia.org/wiki/Pascal_Gro%C3%9F,1,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
angelo-stiller,Angelo Stiller,Angelo Stiller,GER,🇩🇪,MF,16,2001-04-04,8,0,VfB Stuttgart,GER,https://en.wikipedia.org/wiki/Angelo_Stiller,1,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
florian-wirtz,Florian Wirtz,Florian Wirtz,GER,🇩🇪,MF,17,2003-05-03,41,11,Liverpool,ENG,https://en.wikipedia.org/wiki/Florian_Wirtz,3,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
leroy-sane,Leroy Sané,Leroy Sané,GER,🇩🇪,MF,19,1996-01-11,76,17,Galatasaray,TUR,https://en.wikipedia.org/wiki/Leroy_San%C3%A9,3,1,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
nadiem-amiri,Nadiem Amiri,Nadiem Amiri,GER,🇩🇪,MF,20,1996-10-27,11,1,Mainz 05,GER,https://en.wikipedia.org/wiki/Nadiem_Amiri,1,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
felix-nmecha,Felix Nmecha,Felix Nmecha,GER,🇩🇪,MF,23,2000-10-10,8,1,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Felix_Nmecha,3,1,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
assan-ouedraogo,Assan Ouédraogo,Assan Ouédraogo,GER,🇩🇪,MF,25,2006-05-09,1,1,RB Leipzig,GER,https://en.wikipedia.org/wiki/Assan_Ou%C3%A9draogo,0,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
kai-havertz,Kai Havertz,Kai Havertz,GER,🇩🇪,FW,7,1999-06-11,58,22,Arsenal,ENG,https://en.wikipedia.org/wiki/Kai_Havertz,3,2,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
nick-woltemade,Nick Woltemade,Nick Woltemade,GER,🇩🇪,FW,11,2002-02-14,11,4,Newcastle United,ENG,https://en.wikipedia.org/wiki/Nick_Woltemade,0,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
maximilian-beier,Maximilian Beier,Maximilian Beier,GER,🇩🇪,FW,14,2002-10-17,9,0,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Maximilian_Beier,1,0,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
deniz-undav,Deniz Undav,Deniz Undav,GER,🇩🇪,FW,26,1996-07-19,9,6,VfB Stuttgart,GER,https://en.wikipedia.org/wiki/Deniz_Undav,3,3,0,0,GER,Julian Nagelsmann,https://en.wikipedia.org/wiki/Germany_national_football_team
yahia-fofana,Yahia Fofana,Yahia Fofana,CIV,🇨🇮,GK,1,2000-08-21,35,0,Çaykur Rizespor,TUR,https://en.wikipedia.org/wiki/Yahia_Fofana,3,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
mohamed-kone,Mohamed Koné,Mohamed Koné,CIV,🇨🇮,GK,16,2002-03-07,0,0,Charleroi,BEL,https://en.wikipedia.org/wiki/Mohamed_Kon%C3%A9_(footballer%2C_born_2002),0,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
alban-lafont,Alban Lafont,Alban Lafont,CIV,🇨🇮,GK,23,1999-01-23,4,0,Panathinaikos,GRE,https://en.wikipedia.org/wiki/Alban_Lafont,0,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
ousmane-diomande,Ousmane Diomande,Ousmane Diomande,CIV,🇨🇮,DF,2,2003-12-04,15,1,Sporting CP,POR,https://en.wikipedia.org/wiki/Ousmane_Diomande,1,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
ghislain-konan,Ghislain Konan,Ghislain Konan,CIV,🇨🇮,DF,3,1995-12-27,54,0,Gil Vicente,POR,https://en.wikipedia.org/wiki/Ghislain_Konan,2,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
wilfried-singo,Wilfried Singo,Wilfried Singo,CIV,🇨🇮,DF,5,2000-12-25,34,1,Galatasaray,TUR,https://en.wikipedia.org/wiki/Wilfried_Singo,2,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
odilon-kossounou,Odilon Kossounou,Odilon Kossounou,CIV,🇨🇮,DF,7,2001-01-04,36,0,Atalanta,ITA,https://en.wikipedia.org/wiki/Odilon_Kossounou,3,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
christopher-operi,Christopher Opéri,Christopher Opéri,CIV,🇨🇮,DF,13,1997-04-29,12,0,İstanbul Başakşehir,TUR,https://en.wikipedia.org/wiki/Christopher_Op%C3%A9ri,1,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
guela-doue,Guéla Doué,Guéla Doué,CIV,🇨🇮,DF,17,2002-10-17,20,3,Strasbourg,FRA,https://en.wikipedia.org/wiki/Gu%C3%A9la_Dou%C3%A9,3,0,1,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
emmanuel-agbadou,Emmanuel Agbadou,Emmanuel Agbadou,CIV,🇨🇮,DF,20,1997-06-17,20,2,Beşiktaş,TUR,https://en.wikipedia.org/wiki/Emmanuel_Agbadou,2,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
evan-ndicka,Evan Ndicka,Evan Ndicka,CIV,🇨🇮,DF,21,1999-08-20,28,0,Roma,ITA,https://en.wikipedia.org/wiki/Evan_Ndicka,0,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
jean-michael-seri,Jean Michaël Seri,Jean Michaël Seri,CIV,🇨🇮,MF,4,1991-07-19,65,4,Maribor,SVN,https://en.wikipedia.org/wiki/Jean_Micha%C3%ABl_Seri,1,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
seko-fofana,Seko Fofana,Seko Fofana,CIV,🇨🇮,MF,6,1995-05-07,33,7,Porto,POR,https://en.wikipedia.org/wiki/Seko_Fofana,2,0,1,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
franck-kessie,Franck Kessié,Franck Kessié,CIV,🇨🇮,MF,8,1996-12-19,102,15,Al-Ahli,KSA,https://en.wikipedia.org/wiki/Franck_Kessi%C3%A9,3,1,1,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
ibrahim-sangare,Ibrahim Sangaré,Ibrahim Sangaré,CIV,🇨🇮,MF,18,1997-12-02,57,12,Nottingham Forest,ENG,https://en.wikipedia.org/wiki/Ibrahim_Sangar%C3%A9_(Ivorian_footballer),3,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
parfait-guiagon,Parfait Guiagon,Parfait Guiagon,CIV,🇨🇮,MF,25,2001-02-22,5,0,Charleroi,BEL,https://en.wikipedia.org/wiki/Parfait_Guiagon,0,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
christ-inao-oulai,Christ Inao Oulaï,Christ Inao Oulaï,CIV,🇨🇮,MF,26,2006-04-06,9,0,Trabzonspor,TUR,https://en.wikipedia.org/wiki/Christ_Inao_Oula%C3%AF,3,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
ange-yoan-bonny,Ange-Yoan Bonny,Ange-Yoan Bonny,CIV,🇨🇮,FW,9,2003-10-25,1,0,Inter Milan,ITA,https://en.wikipedia.org/wiki/Ange-Yoan_Bonny,3,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
simon-adingra,Simon Adingra,Simon Adingra,CIV,🇨🇮,FW,10,2002-01-01,29,5,Monaco,FRA,https://en.wikipedia.org/wiki/Simon_Adingra,1,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
yan-diomande,Yan Diomande,Yan Diomande,CIV,🇨🇮,FW,11,2006-11-14,10,3,RB Leipzig,GER,https://en.wikipedia.org/wiki/Yan_Diomande,3,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
elye-wahi,Elye Wahi,Elye Wahi,CIV,🇨🇮,FW,12,2003-01-02,2,0,Nice,FRA,https://en.wikipedia.org/wiki/Elye_Wahi,2,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
oumar-diakite,Oumar Diakité,Oumar Diakité,CIV,🇨🇮,FW,14,2003-12-20,30,6,Cercle Brugge,BEL,https://en.wikipedia.org/wiki/Oumar_Diakit%C3%A9,1,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
amad-diallo,Amad Diallo,Amad Diallo,CIV,🇨🇮,FW,15,2002-07-11,19,6,Manchester United,ENG,https://en.wikipedia.org/wiki/Amad_Diallo,3,1,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
nicolas-pepe,Nicolas Pépé,Nicolas Pépé,CIV,🇨🇮,FW,19,1995-05-29,56,12,Villarreal,ESP,https://en.wikipedia.org/wiki/Nicolas_P%C3%A9p%C3%A9,3,2,1,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
evann-guessand,Evann Guessand,Evann Guessand,CIV,🇨🇮,FW,22,2001-07-01,21,4,Crystal Palace,ENG,https://en.wikipedia.org/wiki/Evann_Guessand,1,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
bazoumana-toure,Bazoumana Touré,Bazoumana Touré,CIV,🇨🇮,FW,24,2006-03-02,6,2,TSG Hoffenheim,GER,https://en.wikipedia.org/wiki/Bazoumana_Tour%C3%A9,2,0,0,0,CIV,Emerse Faé,https://en.wikipedia.org/wiki/Ivory_Coast_national_football_team
zion-suzuki,Zion Suzuki,Zion Suzuki,JPN,🇯🇵,GK,1,2002-08-21,24,0,Parma,ITA,https://en.wikipedia.org/wiki/Zion_Suzuki,3,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
keisuke-osako,Keisuke Ōsako,Keisuke Ōsako,JPN,🇯🇵,GK,12,1999-07-28,11,0,Sanfrecce Hiroshima,JPN,https://en.wikipedia.org/wiki/Keisuke_%C5%8Csako,0,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
tomoki-hayakawa,Tomoki Hayakawa,Tomoki Hayakawa,JPN,🇯🇵,GK,23,1999-03-03,4,0,Kashima Antlers,JPN,https://en.wikipedia.org/wiki/Tomoki_Hayakawa,0,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
yukinari-sugawara,Yukinari Sugawara,Yukinari Sugawara,JPN,🇯🇵,DF,2,2000-06-28,21,2,Werder Bremen,GER,https://en.wikipedia.org/wiki/Yukinari_Sugawara,3,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
shogo-taniguchi,Shōgo Taniguchi,Shōgo Taniguchi,JPN,🇯🇵,DF,3,1991-07-15,38,1,Sint-Truiden,BEL,https://en.wikipedia.org/wiki/Sh%C5%8Dgo_Taniguchi,2,0,1,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
ko-itakura,Kō Itakura,Kō Itakura,JPN,🇯🇵,DF,4,1997-01-27,40,2,Ajax,NED,https://en.wikipedia.org/wiki/K%C5%8D_Itakura,2,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
yuto-nagatomo,Yūto Nagatomo,Yūto Nagatomo,JPN,🇯🇵,DF,5,1986-09-12,145,4,FC Tokyo,JPN,https://en.wikipedia.org/wiki/Y%C5%ABto_Nagatomo,1,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
tsuyoshi-watanabe,Tsuyoshi Watanabe,Tsuyoshi Watanabe,JPN,🇯🇵,DF,16,1997-02-05,11,0,Feyenoord,NED,https://en.wikipedia.org/wiki/Tsuyoshi_Watanabe,2,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
ayumu-seko,Ayumu Seko,Ayumu Seko,JPN,🇯🇵,DF,20,2000-06-07,14,0,Le Havre,FRA,https://en.wikipedia.org/wiki/Ayumu_Seko,2,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
hiroki-ito,Hiroki Itō,Hiroki Itō,JPN,🇯🇵,DF,21,1999-05-12,24,1,Bayern Munich,GER,https://en.wikipedia.org/wiki/Hiroki_It%C5%8D_(footballer%2C_born_1999),3,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
takehiro-tomiyasu,Takehiro Tomiyasu,Takehiro Tomiyasu,JPN,🇯🇵,DF,22,1998-11-05,43,1,Ajax,NED,https://en.wikipedia.org/wiki/Takehiro_Tomiyasu,2,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
junnosuke-suzuki,Junnosuke Suzuki,Junnosuke Suzuki,JPN,🇯🇵,DF,25,2003-07-12,6,0,Copenhagen,DEN,https://en.wikipedia.org/wiki/Junnosuke_Suzuki,1,0,0,0,JPN,Hajime Moriyasu,https://en.wikipedia.org/wiki/Japan_national_football_team
